$LINK:NO	NAME	LINKBEHAVTYPE	DISPLAYTYPE	LEVEL	LENGTH2D	WKTLOCWGS84	WKTPOLYLINEWGS84
2387	Western Fwy  Deer Park Byp	2	2	1	180.572	POINT(144.7496810831 -37.7922011536)	LINESTRING(144.7501006832 -37.7929398868,144.7498717615 -37.7925769361,144.7496572229 -37.7922083543,144.7494551023 -37.7918353127,144.7492634345 -37.7914589826)
2388		3	1	1	119.606	POINT(144.7504454174 -37.7935277710)	LINESTRING(144.7507615614 -37.7940035338,144.7504431411 -37.7935286906,144.7501293446 -37.7930518979)
2389		3	1	1	283.857	POINT(144.7515006970 -37.7951913910)	LINESTRING(144.7522244656 -37.7962934502,144.7521728335 -37.7962691968,144.7521208019 -37.7962454038,144.7520695692 -37.7962206901,144.7520203336 -37.7961936748,144.7519494094 -37.7961501357,144.7518805852 -37.7961043390,144.7518156617 -37.7960553840,144.7517564398 -37.7960023700,144.7516986769 -37.7959383252,144.7516480633 -37.7958703487,144.7516024399 -37.7957999306,144.7515596477 -37.7957285614,144.7514998456 -37.7956177102,144.7514469293 -37.7955045760,144.7513971818 -37.7953904085,144.7513468862 -37.7952764574,144.7512349499 -37.7950220163,144.7511265671 -37.7947665539,144.7510157226 -37.7945118268,144.7508964016 -37.7942595919,144.7508718535 -37.7942130638,144.7508458152 -37.7941670302,144.7508191808 -37.7941211943,144.7507928445 -37.7940752595)
2391		1	1	1	71.148	POINT(144.7529385759 -37.7953275458)	LINESTRING(144.7529870957 -37.7950101807,144.7528900562 -37.7956449095)
2392		3	1	1	26.523	POINT(144.7543557022 -37.7968911309)	LINESTRING(144.7545016832 -37.7969210462,144.7542097211 -37.7968612157)
2393		3	1	1	22.771	POINT(144.7530013192 -37.7966560721)	LINESTRING(144.7531338045 -37.7966396320,144.7531041332 -37.7966401802,144.7530677299 -37.7966402443,144.7530314650 -37.7966412765,144.7529955463 -37.7966447292,144.7529664074 -37.7966503667,144.7529378974 -37.7966579616,144.7529096389 -37.7966663395,144.7528812547 -37.7966743259)
2394		3	1	1	76.388	POINT(144.7536385547 -37.7967143541)	LINESTRING(144.7540547921 -37.7968123890,144.7532223173 -37.7966163190)
2395		3	1	1	17.756	POINT(144.7530725464 -37.7965433717)	LINESTRING(144.7531692126 -37.7965663912,144.7529758803 -37.7965203522)
2396		3	1	1	7.498	POINT(144.7541464420 -37.7968319497)	LINESTRING(144.7541876353 -37.7968406257,144.7541052487 -37.7968232737)
2397	Western Fwy  Deer Park Byp	3	1	1	865.457	POINT(144.7540617631 -37.7952272574)	LINESTRING(144.7579561335 -37.7974094802,144.7578675828 -37.7973980353,144.7577789193 -37.7973870359,144.7576904814 -37.7973751456,144.7576026071 -37.7973610277,144.7574296087 -37.7973272569,144.7572579077 -37.7972894055,144.7570869856 -37.7972492158,144.7569163237 -37.7972084300,144.7567376831 -37.7971661375,144.7565593103 -37.7971230786,144.7563818422 -37.7970778788,144.7562059163 -37.7970291641,144.7559500242 -37.7969523821,144.7556961863 -37.7968713046,144.7554448367 -37.7967855732,144.7551964096 -37.7966948291,144.7549202885 -37.7965871164,144.7546475146 -37.7964740394,144.7543784459 -37.7963555643,144.7541134405 -37.7962316575,144.7538439554 -37.7960986905,144.7535785251 -37.7959605504,144.7533182644 -37.7958164999,144.7530642883 -37.7956658018,144.7528234835 -37.7955111391,144.7525894964 -37.7953499029,144.7523606739 -37.7951839470,144.7521353630 -37.7950151249,144.7520105234 -37.7949186425,144.7518881037 -37.7948202082,144.7517679838 -37.7947200109,144.7516500437 -37.7946182395,144.7514989495 -37.7944833192,144.7513508644 -37.7943462962,144.7512057329 -37.7942073087,144.7510634996 -37.7940664948,144.7510116821 -37.7940132174,144.7509610770 -37.7939592068,144.7509113964 -37.7939046536,144.7508623528 -37.7938497488,144.7507632635 -37.7937368187,144.7506656879 -37.7936230591,144.7505696478 -37.7935084863,144.7504751649 -37.7933931170,144.7504037640 -37.7933030631,144.7503338820 -37.7932122594,144.7502646075 -37.7931211555,144.7501950293 -37.7930302016)
2398	Western Fwy  Deer Park Byp	3	1	1	48.516	POINT(144.7583845920 -37.7974807467)	LINESTRING(144.7586578103 -37.7975108170,144.7581113738 -37.7974506763)
2399		1	1	1	33.191	POINT(144.7525179356 -37.7966617199)	LINESTRING(144.7524986481 -37.7968100651,144.7525372230 -37.7965133744)
2400		1	1	1	52.705	POINT(144.7523729193 -37.7966215230)	LINESTRING(144.7523947951 -37.7968556251,144.7524006536 -37.7968072527,144.7524075794 -37.7967588801,144.7524123706 -37.7967105078,144.7524118254 -37.7966621363,144.7524062112 -37.7966276869,144.7523968797 -37.7965936450,144.7523858781 -37.7965597979,144.7523752537 -37.7965259327,144.7523647726 -37.7964904755,144.7523538937 -37.7964550920,144.7523428556 -37.7964197380,144.7523327855 -37.7963899851)
2401		1	1	1	44.204	POINT(144.7524430157 -37.7971195366)	LINESTRING(144.7524191425 -37.7973172436,144.7524668890 -37.7969218291)
2402		1	1	1	32.046	POINT(144.7524145716 -37.7974935769)	LINESTRING(144.7523926954 -37.7976365168,144.7524364479 -37.7973506368)
2403	Middle Rd WA	1	1	1	230.657	POINT(144.7509449171 -37.7972305546)	LINESTRING(144.7500462310 -37.7965595216,144.7501790116 -37.7967213805,144.7503119418 -37.7968831630,144.7504445727 -37.7970450972,144.7505764553 -37.7972074110,144.7506339977 -37.7972815282,144.7506902718 -37.7973563214,144.7507482706 -37.7974301693,144.7508109872 -37.7975014506,144.7508465780 -37.7975374768,144.7508839752 -37.7975723971,144.7509232722 -37.7976059654,144.7509645623 -37.7976379353,144.7509945016 -37.7976585087,144.7510258308 -37.7976778010,144.7510580302 -37.7976962415,144.7510905801 -37.7977142595,144.7511231587 -37.7977321000,144.7511561349 -37.7977495089,144.7511897859 -37.7977660348,144.7512243890 -37.7977812266,144.7512722205 -37.7977995952,144.7513211066 -37.7978162343,144.7513708070 -37.7978313440,144.7514210815 -37.7978451245,144.7514656120 -37.7978562156,144.7515106130 -37.7978661549,144.7515560610 -37.7978746367,144.7516019323 -37.7978813552,144.7516659241 -37.7978872453,144.7517303239 -37.7978902220,144.7517948869 -37.7978920333,144.7518593684 -37.7978944273)
2404		1	1	1	16.680	POINT(144.7521073337 -37.7979182827)	LINESTRING(144.7520128463 -37.7979117984,144.7522018212 -37.7979247670)
2405		1	1	1	24.845	POINT(144.7521260053 -37.7978503246)	LINESTRING(144.7519884159 -37.7978802094,144.7520230752 -37.7978749543,144.7520577197 -37.7978693023,144.7520922475 -37.7978631179,144.7521265566 -37.7978562656,144.7521605449 -37.7978486102,144.7521941106 -37.7978400161,144.7522271515 -37.7978303480,144.7522595658 -37.7978194704)
2407		1	1	1	10.662	POINT(144.7523617079 -37.7977184910)	LINESTRING(144.7523549417 -37.7977660958,144.7523684741 -37.7976708862)
2409		1	1	1	29.478	POINT(144.7526490191 -37.7974770132)	LINESTRING(144.7526681146 -37.7973454357,144.7526299236 -37.7976085905)
2410		1	1	1	238.428	POINT(144.7509371266 -37.7972684725)	LINESTRING(144.7518921868 -37.7979467440,144.7518175088 -37.7979420030,144.7517427354 -37.7979378253,144.7516681528 -37.7979325210,144.7515940471 -37.7979244003,144.7515466449 -37.7979171261,144.7514996059 -37.7979083846,144.7514529996 -37.7978982776,144.7514068952 -37.7978869073,144.7513551295 -37.7978727181,144.7513039549 -37.7978571602,144.7512536187 -37.7978400275,144.7512043685 -37.7978211141,144.7511686159 -37.7978054176,144.7511338469 -37.7977883427,144.7510997752 -37.7977703555,144.7510661142 -37.7977519223,144.7510324218 -37.7977332718,144.7509990921 -37.7977141840,144.7509666631 -37.7976942145,144.7509356728 -37.7976729190,144.7508932494 -37.7976398923,144.7508529667 -37.7976051660,144.7508144685 -37.7975691509,144.7507773983 -37.7975322578,144.7507116970 -37.7974613270,144.7506496709 -37.7973882927,144.7505894329 -37.7973142502,144.7505290959 -37.7972402946,144.7503948051 -37.7970766437,144.7502619948 -37.7969122349,144.7501297767 -37.7967475229,144.7499972625 -37.7965829619)
2411		1	1	1	31.408	POINT(144.7521673738 -37.7981657546)	LINESTRING(144.7521980088 -37.7983061953,144.7521953037 -37.7982682014,144.7521932091 -37.7982301462,144.7521898936 -37.7981922136,144.7521835256 -37.7981545879,144.7521739179 -37.7981210363,144.7521615946 -37.7980879847,144.7521481850 -37.7980551331,144.7521352592 -37.7980304410)
2412		1	1	1	17.993	POINT(144.7522698427 -37.7983880222)	LINESTRING(144.7522592867 -37.7984684285,144.7522803988 -37.7983076158)
2413		1	1	1	59.125	POINT(144.7521983384 -37.7987592574)	LINESTRING(144.7521641674 -37.7990235198,144.7522325094 -37.7984949942)
2414		1	1	1	62.870	POINT(144.7527099978 -37.7970401236)	LINESTRING(144.7527491791 -37.7967593539,144.7526708165 -37.7973208923)
2415		1	1	1	30.113	POINT(144.7526091206 -37.7977519336)	LINESTRING(144.7526286280 -37.7976175178,144.7525896131 -37.7978863491)
2416		1	1	1	22.881	POINT(144.7528347797 -37.7959232985)	LINESTRING(144.7528480251 -37.7958210264,144.7528215344 -37.7960255705)
2417		1	1	1	36.199	POINT(144.7528000179 -37.7961963550)	LINESTRING(144.7528203790 -37.7960345100,144.7527796567 -37.7963581997)
2418		1	1	1	134.838	POINT(144.7526552041 -37.7956494922)	LINESTRING(144.7525701139 -37.7962515748,144.7527402944 -37.7950474046)
2419		1	1	1	32.926	POINT(144.7528421780 -37.7948678735)	LINESTRING(144.7527882058 -37.7950098443,144.7527893838 -37.7950004440,144.7527905754 -37.7949907449,144.7527918043 -37.7949807851,144.7527930938 -37.7949706029,144.7527944673 -37.7949602365,144.7527959482 -37.7949497242,144.7527975600 -37.7949391041,144.7527993262 -37.7949284145,144.7528012700 -37.7949176936,144.7528034151 -37.7949069796,144.7528057846 -37.7948963106,144.7528084023 -37.7948857251,144.7528112913 -37.7948752610,144.7528144752 -37.7948649567,144.7528179774 -37.7948548504,144.7528218212 -37.7948449803,144.7528260302 -37.7948353847,144.7528306278 -37.7948261016,144.7528356374 -37.7948171694,144.7528410823 -37.7948086263,144.7528469861 -37.7948005104,144.7528533722 -37.7947928600,144.7528602639 -37.7947857134,144.7528676847 -37.7947791087,144.7528756581 -37.7947730841,144.7528842075 -37.7947676779,144.7528933562 -37.7947629283,144.7529031277 -37.7947588735,144.7529135455 -37.7947555517,144.7529246329 -37.7947530012)
2420		1	1	1	18.806	POINT(144.7527206721 -37.7949185289)	LINESTRING(144.7527073075 -37.7950023639,144.7527340367 -37.7948346938)
2421		1	1	1	30.740	POINT(144.7527552380 -37.7946885492)	LINESTRING(144.7527353318 -37.7948257661,144.7527751441 -37.7945513320)
2422		1	1	1	51.548	POINT(144.7528958631 -37.7938553487)	LINESTRING(144.7528430601 -37.7940831718,144.7529486661 -37.7936275248)
2423		1	1	1	26.989	POINT(144.7525292012 -37.7983221554)	LINESTRING(144.7525420892 -37.7982013272,144.7525163131 -37.7984429833)
2424		1	1	1	54.559	POINT(144.7525011904 -37.7987196694)	LINESTRING(144.7525321801 -37.7984757697,144.7524702008 -37.7989635683)
2425		1	1	1	31.843	POINT(144.7524504851 -37.7991148174)	LINESTRING(144.7524690357 -37.7989725067,144.7524319346 -37.7992571278)
2426		1	1	1	356.098	POINT(144.7521552441 -37.8012142211)	LINESTRING(144.7523790266 -37.7996241707,144.7519314617 -37.8028042373)
2430		1	1	1	32.586	POINT(144.7515241178 -37.7993045468)	LINESTRING(144.7513399982 -37.7992881638,144.7517082374 -37.7993209297)
2431		1	1	1	17.670	POINT(144.7518908043 -37.7993361349)	LINESTRING(144.7517908092 -37.7993284204,144.7519907995 -37.7993438493)
2432	Agar Dr WA	1	1	1	186.455	POINT(144.7501822112 -37.7992037222)	LINESTRING(144.7491280528 -37.7991146436,144.7512363696 -37.7992928007)
2433		1	1	1	21.189	POINT(144.7519722931 -37.7992420379)	LINESTRING(144.7518602360 -37.7992794563,144.7518887190 -37.7992717459,144.7519172970 -37.7992639379,144.7519457764 -37.7992558157,144.7519739637 -37.7992471627,144.7520016651 -37.7992377622,144.7520286872 -37.7992273975,144.7520548363 -37.7992158522,144.7520799187 -37.7992029095)
2434		1	1	1	112.399	POINT(144.7513245171 -37.7993764017)	LINESTRING(144.7519556799 -37.7994502058,144.7518232791 -37.7994377392,144.7516907677 -37.7994258538,144.7515584776 -37.7994128060,144.7514267406 -37.7993968523,144.7513394605 -37.7993827951,144.7512527706 -37.7993663530,144.7511660498 -37.7993500558,144.7510786767 -37.7993364334,144.7509825600 -37.7993257248,144.7508860049 -37.7993175332,144.7507892744 -37.7993103484,144.7506926317 -37.7993026602)
2435		1	1	1	134.672	POINT(144.7498818380 -37.7992218746)	LINESTRING(144.7506433256 -37.7992854951,144.7491203503 -37.7991582542)
2436	Calarco Dr EA	1	1	1	183.324	POINT(144.7546359271 -37.7996219557)	LINESTRING(144.7556724496 -37.7997090279,144.7535994046 -37.7995348834)
2437		1	1	1	37.919	POINT(144.7533467855 -37.7995255163)	LINESTRING(144.7535603868 -37.7995458085,144.7532383461 -37.7995138422,144.7531322547 -37.7995053075)
2438		1	1	1	44.592	POINT(144.7528687016 -37.7994841056)	LINESTRING(144.7531209413 -37.7995043974,144.7526164619 -37.7994638138)
2439		1	1	1	45.676	POINT(144.7528695692 -37.7993838498)	LINESTRING(144.7526114684 -37.7993610401,144.7531276699 -37.7994066594)
2440		1	1	1	216.578	POINT(144.7544619464 -37.7995478003)	LINESTRING(144.7532395798 -37.7994391883,144.7534517549 -37.7994730522,144.7556862000 -37.7996561847)
2441		1	1	1	30.216	POINT(144.7522992995 -37.7981636464)	LINESTRING(144.7522815721 -37.7982986781,144.7523170269 -37.7980286145)
2442		1	1	1	33.076	POINT(144.7520847352 -37.7997588559)	LINESTRING(144.7520651697 -37.7999066507,144.7521043008 -37.7996110608)
2443		1	1	1	80.291	POINT(144.7520191758 -37.8002745750)	LINESTRING(144.7519743365 -37.8006335585,144.7520640150 -37.7999155898)
2444		1	1	1	56.765	POINT(144.7519526739 -37.8009279967)	LINESTRING(144.7519196731 -37.8011816878,144.7519856747 -37.8006743046)
2445	Robinsons Rd SA	1	1	1	174.896	POINT(144.7517986828 -37.8020139009)	LINESTRING(144.7517038476 -37.8027960602,144.7518935179 -37.8012317332)
2474		3	1	1	104.566	POINT(144.7513631863 -37.7935499939)	LINESTRING(144.7509208512 -37.7932379696,144.7511456579 -37.7934306298,144.7514380579 -37.7936281342,144.7518102337 -37.7938585806)
2475		3	1	1	56.659	POINT(144.7521018627 -37.7940227251)	LINESTRING(144.7518503507 -37.7938636408,144.7523533747 -37.7941818091)
2476		3	1	1	29.684	POINT(144.7525142585 -37.7943063099)	LINESTRING(144.7523823871 -37.7942230667,144.7526461300 -37.7943895529)
2477		3	1	1	138.409	POINT(144.7503354777 -37.7925685436)	LINESTRING(144.7499189989 -37.7920408897,144.7501195141 -37.7923171933,144.7505038751 -37.7928108681,144.7507528578 -37.7930950656)
2478	Western Fwy  Deer Park Byp	3	1	1	833.970	POINT(144.7532341144 -37.7945137068)	LINESTRING(144.7498385897 -37.7920617119,144.7498906530 -37.7921521903,144.7499423960 -37.7922427884,144.7499947797 -37.7923331467,144.7500487648 -37.7924229056,144.7501157346 -37.7925307107,144.7501839882 -37.7926380260,144.7502542670 -37.7927445005,144.7503273123 -37.7928497834,144.7503978807 -37.7929458260,144.7504709674 -37.7930407064,144.7505458614 -37.7931347231,144.7506218515 -37.7932281748,144.7507475724 -37.7933806417,144.7508752054 -37.7935321324,144.7510054725 -37.7936821938,144.7511390958 -37.7938303726,144.7512611635 -37.7939609330,144.7513858174 -37.7940899904,144.7515134374 -37.7942172054,144.7516444034 -37.7943422383,144.7517889368 -37.7944759114,144.7519362514 -37.7946077638,144.7520881075 -37.7947362103,144.7522462655 -37.7948596654,144.7524664544 -37.7950144129,144.7526950058 -37.7951616469,144.7529278838 -37.7953049043,144.7531610530 -37.7954477216,144.7533310275 -37.7955528095,144.7535019089 -37.7956569990,144.7536744889 -37.7957593808,144.7538495593 -37.7958590455,144.7539871375 -37.7959342107,144.7541262992 -37.7960075748,144.7542672182 -37.7960787893,144.7544100681 -37.7961475060,144.7545691697 -37.7962197694,144.7547303580 -37.7962891476,144.7548931127 -37.7963562556,144.7550569133 -37.7964217084,144.7552783711 -37.7965082493,144.7555012097 -37.7965926191,144.7557259338 -37.7966737105,144.7559530485 -37.7967504160,144.7561262842 -37.7968035132,144.7563013932 -37.7968527620,144.7564772516 -37.7969004713,144.7566527352 -37.7969489503)
2479	Western Fwy  Deer Park Byp	3	1	1	60.014	POINT(144.7496943677 -37.7917293346)	LINESTRING(144.7495680184 -37.7914783164,144.7497122932 -37.7917741055,144.7498213943 -37.7919790238)
2480		3	1	1	29.405	POINT(144.7525891981 -37.7942293298)	LINESTRING(144.7524405568 -37.7941917447,144.7524704859 -37.7942087643,144.7524999038 -37.7942266287,144.7525303442 -37.7942428034,144.7525633409 -37.7942547541,144.7525913869 -37.7942606846,144.7526204254 -37.7942639508,144.7526495422 -37.7942638966,144.7526778230 -37.7942598661,144.7526990579 -37.7942522617,144.7527181623 -37.7942411419,144.7527364145 -37.7942286161)
2482		2	2	1	67.728	POINT(144.7553999397 -37.7964058911)	LINESTRING(144.7550725285 -37.7962474736,144.7551786179 -37.7963045079,144.7552863132 -37.7963597063,144.7553954998 -37.7964130929,144.7555060630 -37.7964646918,144.7556178883 -37.7965145274,144.7557308611 -37.7965626236)
2483	Western Fwy  Deer Park Byp	2	2	1	149.856	POINT(144.7576664616 -37.7971310026)	LINESTRING(144.7568399482 -37.7969809024,144.7572066714 -37.7970671468,144.7575363314 -37.7971342390,144.7579545665 -37.7972049763,144.7584997842 -37.7972798390)
2484	Western Fwy  Deer Park Byp	3	1	1	1765.045	POINT(144.7688183799 -37.7981290073)	LINESTRING(144.7588332708 -37.7973311403,144.7633514863 -37.7976875870,144.7678698954 -37.7980425350,144.7723879174 -37.7984004751,144.7769049716 -37.7987658977,144.7777734905 -37.7988387809,144.7788031578 -37.7989268928)
2485		2	2	1	88.967	POINT(144.7562065354 -37.7967446085)	LINESTRING(144.7557429940 -37.7965858604,144.7560232830 -37.7966912649,144.7563988612 -37.7968182350,144.7566713445 -37.7969029216)
2486		1	1	1	10.852	POINT(144.7532389338 -37.7930123761)	LINESTRING(144.7532865987 -37.7929375116,144.7532703942 -37.7930341872)
2487		1	1	1	31.869	POINT(144.7530765610 -37.7944296423)	LINESTRING(144.7530899238 -37.7942868439,144.7530631982 -37.7945724405)
2488		1	1	1	12.720	POINT(144.7531580366 -37.7934910743)	LINESTRING(144.7531950669 -37.7934444175,144.7531751724 -37.7935576397)
2489		1	1	1	31.473	POINT(144.7531487159 -37.7939373529)	LINESTRING(144.7531678059 -37.7937980647,144.7531350628 -37.7940234309,144.7531299367 -37.7940792638)
2491		1	1	1	40.499	POINT(144.7532317421 -37.7932386603)	LINESTRING(144.7532643778 -37.7930585269,144.7531991063 -37.7934187932)
2492		1	1	1	32.213	POINT(144.7532122879 -37.7944601675)	LINESTRING(144.7531928176 -37.7943146556,144.7532023202 -37.7944643585,144.7532322851 -37.7946019193)
2494		1	1	1	449.883	POINT(144.7534494866 -37.7909664597)	LINESTRING(144.7531283644 -37.7929702057,144.7532486885 -37.7924946827,144.7533422413 -37.7920627717,144.7536345633 -37.7898483218,144.7537703667 -37.7889614651)
2496	Robinsons Rd NA	1	1	1	425.735	POINT(144.7535683037 -37.7908729663)	LINESTRING(144.7538373744 -37.7889723811,144.7537716310 -37.7893483502,144.7534005809 -37.7920226862,144.7533332972 -37.7924574486,144.7532993495 -37.7927743287)
2499		3	1	1	1044.281	POINT(144.7845522127 -37.7952848591)	LINESTRING(144.7820152182 -37.7989604009,144.7821376963 -37.7989508839,144.7822602325 -37.7989417491,144.7823826524 -37.7989318500,144.7825047812 -37.7989200404,144.7826030180 -37.7989093770,144.7827011309 -37.7988978458,144.7827987814 -37.7988843736,144.7828956309 -37.7988678875,144.7830368976 -37.7988384953,144.7831767685 -37.7988049746,144.7833153663 -37.7987681589,144.7834528138 -37.7987288812,144.7835856396 -37.7986886628,144.7837172922 -37.7986459919,144.7838473094 -37.7986003746,144.7839752288 -37.7985513170,144.7841236123 -37.7984898016,144.7842697041 -37.7984247807,144.7844125842 -37.7983555715,144.7845513331 -37.7982814909,144.7846367586 -37.7982296155,144.7847187316 -37.7981742293,144.7847992954 -37.7981174125,144.7848804935 -37.7980612455,144.7849332882 -37.7980263838,144.7849863031 -37.7979917159,144.7850387876 -37.7979565770,144.7850899911 -37.7979203022,144.7851493242 -37.7978756617,144.7852074144 -37.7978299873,144.7852641254 -37.7977832491,144.7853193211 -37.7977354170,144.7854048181 -37.7976577100,144.7854880159 -37.7975784150,144.7855684859 -37.7974974027,144.7856457995 -37.7974145441,144.7857520040 -37.7972943106,144.7858543059 -37.7971718810,144.7859510020 -37.7970467464,144.7860403893 -37.7969183978,144.7861313159 -37.7967720588,144.7862145010 -37.7966227146,144.7862896823 -37.7964707471,144.7863565977 -37.7963165385,144.7864073356 -37.7961802745,144.7864505925 -37.7960422835,144.7864868441 -37.7959030028,144.7865165661 -37.7957628702,144.7865584996 -37.7954776530,144.7865833522 -37.7951909322,144.7866012966 -37.7949036049,144.7866225054 -37.7946165682,144.7866366592 -37.7944555649,144.7866503794 -37.7942945347,144.7866647538 -37.7941335450,144.7866808706 -37.7939726627,144.7867140185 -37.7936743746,144.7867495093 -37.7933762449,144.7867879845 -37.7930783528,144.7868300859 -37.7927807773,144.7868596950 -37.7925893252,144.7868915560 -37.7923980909,144.7869254931 -37.7922070770,144.7869613304 -37.7920162864,144.7869832155 -37.7919078472,144.7870064912 -37.7917995842,144.7870303231 -37.7916913916,144.7870538769 -37.7915831636)
2502	Western Fwy  Deer Park Byp EA	3	1	1	2142.544	POINT(144.7853006686 -37.7996901092)	LINESTRING(144.7974047030 -37.8007121504,144.7965400560 -37.8006809414,144.7949742914 -37.8005898331,144.7931831783 -37.8003729734,144.7918728882 -37.8001594418,144.7902825504 -37.7999229139,144.7893633972 -37.7998382787,144.7881233656 -37.7997972444,144.7872856154 -37.7997707073,144.7862096591 -37.7997057399,144.7833334448 -37.7994776133,144.7804669220 -37.7992575996,144.7731988833 -37.7986679221)
2504		3	1	1	167.132	POINT(144.7872659114 -37.7908006104)	LINESTRING(144.7870851257 -37.7915378689,144.7874466971 -37.7900633445)
2505	Western Fwy  Deer Park Byp	3	1	1	63.736	POINT(144.7792028742 -37.7989427770)	LINESTRING(144.7788422454 -37.7989145130,144.7795635030 -37.7989710410)
2506	Western Fwy  Deer Park Byp	3	1	1	1596.391	POINT(144.7885596774 -37.7996384421)	LINESTRING(144.7796089260 -37.7989905902,144.7803786626 -37.7990602956,144.7813708144 -37.7991385003,144.7823633101 -37.7992140016,144.7833557903 -37.7992896213,144.7843478957 -37.7993681812,144.7846434035 -37.7993943503,144.7849386959 -37.7994222660,144.7852341794 -37.7994484765,144.7855302609 -37.7994695300,144.7858195309 -37.7994861549,144.7861091452 -37.7994999946,144.7863989145 -37.7995076589,144.7866886497 -37.7995057574,144.7869659726 -37.7994930104,144.7872425869 -37.7994713821,144.7875184411 -37.7994433184,144.7877934839 -37.7994112651,144.7880819304 -37.7993698463,144.7883686897 -37.7993208410,144.7886554608 -37.7992718969,144.7889439428 -37.7992306613,144.7893026252 -37.7991888766,144.7896623778 -37.7991521997,144.7900231334 -37.7991245600,144.7903848247 -37.7991098865,144.7906887848 -37.7991100166,144.7909926822 -37.7991206151,144.7912960806 -37.7991396754,144.7915985436 -37.7991651909,144.7919400734 -37.7992000955,144.7922804472 -37.7992424185,144.7926186318 -37.7992939335,144.7929535938 -37.7993564138,144.7931680276 -37.7994072363,144.7933791789 -37.7994665954,144.7935892886 -37.7995287366,144.7938005972 -37.7995879054,144.7940581036 -37.7996564083,144.7943157747 -37.7997246582,144.7945746992 -37.7997895642,144.7948359655 -37.7998480354,144.7953124141 -37.7999371428,144.7957925136 -37.8000138835,144.7962851676 -37.8001021700,144.7967604133 -37.8001798489,144.7970948116 -37.8002288321,144.7973286980 -37.8002600771,144.7975076150 -37.8002866240)
2508	Western Fwy  Deer Park Byp	3	1	1	197.177	POINT(144.7808299418 -37.7989585526)	LINESTRING(144.7797091849 -37.7989378393,144.7803151013 -37.7989436394,144.7807978954 -37.7989549794,144.7815317292 -37.7989714744,144.7817454280 -37.7989792593,144.7819506402 -37.7989768176)
2510	Western Ring  Deer Park Byp NA	3	1	1	1903.214	POINT(144.7822538398 -37.7950478462)	LINESTRING(144.7880530970 -37.7901242525,144.7880380159 -37.7902364347,144.7880251924 -37.7903487382,144.7880169504 -37.7904612656,144.7880146564 -37.7905621061,144.7880161954 -37.7906629891,144.7880203056 -37.7907638639,144.7880257249 -37.7908646796,144.7880354338 -37.7910380773,144.7880471145 -37.7912114473,144.7880637656 -37.7913844633,144.7880883859 -37.7915567988,144.7881356675 -37.7917811509,144.7881946217 -37.7920039379,144.7882574223 -37.7922262264,144.7883162432 -37.7924490829,144.7883424538 -37.7925530878,144.7883688740 -37.7926570905,144.7883929555 -37.7927613801,144.7884121499 -37.7928662459,144.7884339568 -37.7930357775,144.7884489026 -37.7932058461,144.7884579576 -37.7933762130,144.7884620916 -37.7935466391,144.7884616119 -37.7937292692,144.7884556377 -37.7939118953,144.7884437861 -37.7940943271,144.7884256740 -37.7942763748,144.7884028102 -37.7944526571,144.7883745764 -37.7946285348,144.7883393252 -37.7948035395,144.7882954093 -37.7949772031,144.7882247250 -37.7952056078,144.7881430367 -37.7954318653,144.7880515649 -37.7956558306,144.7879515301 -37.7958773586,144.7878896202 -37.7960004788,144.7878221927 -37.7961218438,144.7877509881 -37.7962419259,144.7876777467 -37.7963611976,144.7875850460 -37.7965095402,144.7874897063 -37.7966568843,144.7873900107 -37.7968023367,144.7872842425 -37.7969450045,144.7871496387 -37.7971127694,144.7870086176 -37.7972773202,144.7868613387 -37.7974384086,144.7867079613 -37.7975957866,144.7866135442 -37.7976853064,144.7865150874 -37.7977721401,144.7864143902 -37.7978574468,144.7863132523 -37.7979423854,144.7861756997 -37.7980600617,144.7860377487 -37.7981775416,144.7858963837 -37.7982922422,144.7857485890 -37.7984015801,144.7855615805 -37.7985252689,144.7853679342 -37.7986426265,144.7851696258 -37.7987552341,144.7849686311 -37.7988646729,144.7847983310 -37.7989542466,144.7846254871 -37.7990408204,144.7844498810 -37.7991237946,144.7842712939 -37.7992025702,144.7841125326 -37.7992674215,144.7839513501 -37.7993285553,144.7837881564 -37.7993863148,144.7836233615 -37.7994410431,144.7834062630 -37.7995086131,144.7831870912 -37.7995720261,144.7829660258 -37.7996311870,144.7827432464 -37.7996860008,144.7825011252 -37.7997415935,144.7822574749 -37.7997932189,144.7820120138 -37.7998385913,144.7817644605 -37.7998754250,144.7815083027 -37.7999032167,144.7812506923 -37.7999223886,144.7809922681 -37.7999345464,144.7807336684 -37.7999412958,144.7804928532 -37.7999429821,144.7802519667 -37.7999392554,144.7800113638 -37.7999297311,144.7797713991 -37.7999140246,144.7795183663 -37.7998904797,144.7792663312 -37.7998603459,144.7790154991 -37.7998242937,144.7787660757 -37.7997829937,144.7785900307 -37.7997495157,144.7784152742 -37.7997118677,144.7782416116 -37.7996710347,144.7780688485 -37.7996280018,144.7777727919 -37.7995454549,144.7774798555 -37.7994556198,144.7771863048 -37.7993673659,144.7768884053 -37.7992895629,144.7766813921 -37.7992458802,144.7764723775 -37.7992082382,144.7762622557 -37.7991741525,144.7760519210 -37.7991411385,144.7760132213 -37.7991353234)
2512	Western Fwy  Deer Park Byp	3	1	1	1091.405	POINT(144.7648893150 -37.7979996614)	LINESTRING(144.7710626354 -37.7984990500,144.7685015454 -37.7982879842,144.7587158995 -37.7975002771)
