$LINK:NO	NAME	LINKBEHAVTYPE	DISPLAYTYPE	LEVEL	LENGTH2D	WKTLOCWGS84	WKTPOLYLINEWGS84
10393		1	1		17.514	POINT(144.6037370109 -37.6968644975)	LINESTRING(144.6037528847 -37.6967870375,144.6037212554 -37.6969426325)
10403		3	1		18.573	POINT(144.7024492040 -37.7477195689)	LINESTRING(144.7025533215 -37.7477051880,144.7023452818 -37.7477340002)
10412		3	1		33.371	POINT(144.6475613503 -37.7208686967)	LINESTRING(144.6474109050 -37.7207772605,144.6477115451 -37.7209604318)
10413		3	1		44.809	POINT(144.6476592702 -37.7208430612)	LINESTRING(144.6474538701 -37.7207240846,144.6475895412 -37.7208049926,144.6477256195 -37.7208854615,144.6478655745 -37.7209614429)
10423		1	1		15.232	POINT(144.7013133624 -37.7415415317)	LINESTRING(144.7013251336 -37.7414733147,144.7013014206 -37.7416089964)
10432		1	1		20.914	POINT(144.6523121626 -37.7275050555)	LINESTRING(144.6523479862 -37.7274240276,144.6523411219 -37.7274267603,144.6523346860 -37.7274300225,144.6523286760 -37.7274337813,144.6523230892 -37.7274380035,144.6523179229 -37.7274426560,144.6523131746 -37.7274477060,144.6523088415 -37.7274531202,144.6523049209 -37.7274588656,144.6523014103 -37.7274649093,144.6522983070 -37.7274712182,144.6522956083 -37.7274777592,144.6522933115 -37.7274844992,144.6522914141 -37.7274914053,144.6522899133 -37.7274984444,144.6522888065 -37.7275055834,144.6522880910 -37.7275127893,144.6522877642 -37.7275200290,144.6522878234 -37.7275272696,144.6522882661 -37.7275344779,144.6522890894 -37.7275416210,144.6522902908 -37.7275486657,144.6522918675 -37.7275555790,144.6522938171 -37.7275623279,144.6522961367 -37.7275688794,144.6522988238 -37.7275752003,144.6523018756 -37.7275812577,144.6523052896 -37.7275870184,144.6523090630 -37.7275924496)
10433		1	1		46.822	POINT(144.6521453225 -37.7274269667)	LINESTRING(144.6519774958 -37.7272653930,144.6520106126 -37.7272885096,144.6520425904 -37.7273126429,144.6520734716 -37.7273377137,144.6521032986 -37.7273636426,144.6521321140 -37.7273903503,144.6521599602 -37.7274177576,144.6521868797 -37.7274457850,144.6522129149 -37.7274743534,144.6522381084 -37.7275033833,144.6522625026 -37.7275327955,144.6522861400 -37.7275625107,144.6523090630 -37.7275924496)
10434		1	1		38.900	POINT(144.6522699508 -37.7274954503)	LINESTRING(144.6522794942 -37.7276556883,144.6522724441 -37.7276456195,144.6522658300 -37.7276348519,144.6522596756 -37.7276234564,144.6522540045 -37.7276115040,144.6522488405 -37.7275990658,144.6522442073 -37.7275862127,144.6522401285 -37.7275730157,144.6522366280 -37.7275595458,144.6522337293 -37.7275458741,144.6522314562 -37.7275320715,144.6522298324 -37.7275182091,144.6522288817 -37.7275043577,144.6522286276 -37.7274905886,144.6522290940 -37.7274769725,144.6522303045 -37.7274635806,144.6522322828 -37.7274504838,144.6522350526 -37.7274377532,144.6522386377 -37.7274254597,144.6522430617 -37.7274136744,144.6522483484 -37.7274024682,144.6522545214 -37.7273919121,144.6522616044 -37.7273820773,144.6522696213 -37.7273730345,144.6522785956 -37.7273648549,144.6522885510 -37.7273576095,144.6522995114 -37.7273513692,144.6523115003 -37.7273462051,144.6523245416 -37.7273421882)
10435		1	1		32.382	POINT(144.6521653643 -37.7272957415)	LINESTRING(144.6520032236 -37.7272413737,144.6520170003 -37.7272504477,144.6520313184 -37.7272595377,144.6520461362 -37.7272685681,144.6520614125 -37.7272774634,144.6520771056 -37.7272861480,144.6520931740 -37.7272945462,144.6521095763 -37.7273025826,144.6521262709 -37.7273101814,144.6521432164 -37.7273172672,144.6521603712 -37.7273237643,144.6521776939 -37.7273295971,144.6521951430 -37.7273346901,144.6522126769 -37.7273389677,144.6522302541 -37.7273423542,144.6522478332 -37.7273447741,144.6522653727 -37.7273461518,144.6522828310 -37.7273464117,144.6523001667 -37.7273454783,144.6523173383 -37.7273432759,144.6523343042 -37.7273397289)
10436		1	1		52.511	POINT(144.6520684645 -37.7274850664)	LINESTRING(144.6522304966 -37.7276829178,144.6522058693 -37.7276488435,144.6521819827 -37.7276139720,144.6521584369 -37.7275786463,144.6521348318 -37.7275432094,144.6521107676 -37.7275080040,144.6520858444 -37.7274733733,144.6520596622 -37.7274396600,144.6520318212 -37.7274072071,144.6520019212 -37.7273763575,144.6519695626 -37.7273474542,144.6519343452 -37.7273208401,144.6518958692 -37.7272968581)
10437		1	1		43.668	POINT(144.6521259060 -37.7273615092)	LINESTRING(144.6523479862 -37.7274240276,144.6523323769 -37.7274287830,144.6523166185 -37.7274323094,144.6523007271 -37.7274346651,144.6522847190 -37.7274359086,144.6522686101 -37.7274360983,144.6522524166 -37.7274352927,144.6522361546 -37.7274335501,144.6522198403 -37.7274309291,144.6522034897 -37.7274274879,144.6521871189 -37.7274232852,144.6521707442 -37.7274183793,144.6521543815 -37.7274128287,144.6521380471 -37.7274066917,144.6521217570 -37.7274000269,144.6521055273 -37.7273928926,144.6520893742 -37.7273853473,144.6520733138 -37.7273774494,144.6520573622 -37.7273692574,144.6520415355 -37.7273608297,144.6520258498 -37.7273522247,144.6520103212 -37.7273435009,144.6519949659 -37.7273347167,144.6519798000 -37.7273259305,144.6519648395 -37.7273172008,144.6519501007 -37.7273085860,144.6519355996 -37.7273001445,144.6519213523 -37.7272919348,144.6519073749 -37.7272840153)
10441		3	1		2.053	POINT(144.6681458077 -37.7330213799)	LINESTRING(144.6681365492 -37.7330157726,144.6681549238 -37.7330271579)
10446		3	1		18.057	POINT(144.6545156930 -37.7257296122)	LINESTRING(144.6546080066 -37.7257631580,144.6545152990 -37.7257283870,144.6544205186 -37.7256970364)
10447		3	1		12.434	POINT(144.6563521766 -37.7264658917)	LINESTRING(144.6564105330 -37.7264968819,144.6562925486 -37.7264352443)
10448		3	1		35.369	POINT(144.6561972553 -37.7264748650)	LINESTRING(144.6563795268 -37.7265374939,144.6563231112 -37.7265099367,144.6562622513 -37.7264886509,144.6561987327 -37.7264710432,144.6561343413 -37.7264545200,144.6560708628 -37.7264364879,144.6560100829 -37.7264143535)
10450		3	1		32.470	POINT(144.6756981015 -37.7366296548)	LINESTRING(144.6758691946 -37.7366841128,144.6755265612 -37.7365752687)
10466		1	1		6.485	POINT(144.7010039771 -37.7472452609)	LINESTRING(144.7009918973 -37.7472156020,144.7010173879 -37.7472703167)
10477		1	1		6.740	POINT(144.6039945815 -37.6945968577)	LINESTRING(144.6039901078 -37.6946269658,144.6039990537 -37.6945667291)
10508		1	1		62.014	POINT(144.6553221839 -37.7164437650)	LINESTRING(144.6550512658 -37.7165712881,144.6550553704 -37.7165536820,144.6550618571 -37.7165367452,144.6550705951 -37.7165204891,144.6550814535 -37.7165049254,144.6550943015 -37.7164900657,144.6551090083 -37.7164759217,144.6551254432 -37.7164625049,144.6551434753 -37.7164498269,144.6551629738 -37.7164378995,144.6551838079 -37.7164267341,144.6552058468 -37.7164163425,144.6552289596 -37.7164067363,144.6552530157 -37.7163979270,144.6552778841 -37.7163899263,144.6553034340 -37.7163827458,144.6553295347 -37.7163763971,144.6553560554 -37.7163708918,144.6553828652 -37.7163662417,144.6554098333 -37.7163624582,144.6554368289 -37.7163595530,144.6554637212 -37.7163575377,144.6554903795 -37.7163564239,144.6555166728 -37.7163562234,144.6555424704 -37.7163569475,144.6555676416 -37.7163586081,144.6555920553 -37.7163612167,144.6556155810 -37.7163647849,144.6556381661 -37.7163690919)
10509		1	1		62.011	POINT(144.6553057004 -37.7163088434)	LINESTRING(144.6555679121 -37.7164649399,144.6555409537 -37.7164596416,144.6555131620 -37.7164534147,144.6554847273 -37.7164462813,144.6554558399 -37.7164382634,144.6554266902 -37.7164293832,144.6553974684 -37.7164196627,144.6553683649 -37.7164091239,144.6553395700 -37.7163977889,144.6553112740 -37.7163856798,144.6552836673 -37.7163728187,144.6552569400 -37.7163592275,144.6552312827 -37.7163449285,144.6552068855 -37.7163299436,144.6551839389 -37.7163142949,144.6551626330 -37.7162980044,144.6551431583 -37.7162810944,144.6551257050 -37.7162635867,144.6551104635 -37.7162455035,144.6550976241 -37.7162268668,144.6550873771 -37.7162076988,144.6550799128 -37.7161880214,144.6550754215 -37.7161678567,144.6550740936 -37.7161472269,144.6550760022 -37.7161258441)
10510		1	1		49.241	POINT(144.6549937335 -37.7163468987)	LINESTRING(144.6549322483 -37.7165629172,144.6549684441 -37.7164198583,144.6550166682 -37.7162768902,144.6550551775 -37.7161309428)
10511		1	1		21.605	POINT(144.6553817013 -37.7167554164)	LINESTRING(144.6554736464 -37.7166990012,144.6554531843 -37.7167036022,144.6554334036 -37.7167105704,144.6554145082 -37.7167196469,144.6553967023 -37.7167305727,144.6553801898 -37.7167430888,144.6553651748 -37.7167569362,144.6553518611 -37.7167718560,144.6553404529 -37.7167875892,144.6553311541 -37.7168038768,144.6553241688 -37.7168204599,144.6553197009 -37.7168370795)
10512		1	1		52.676	POINT(144.6553688109 -37.7164257936)	LINESTRING(144.6554044520 -37.7161900200,144.6553330888 -37.7166604996)
10514		1	1		3.199	POINT(144.7411465197 -37.7570338438)	LINESTRING(144.7411642682 -37.7570396254,144.7411569343 -37.7570371494,144.7411508731 -37.7570344342,144.7411461310 -37.7570309278,144.7411423101 -37.7570263156,144.7411387114 -37.7570206973)
10515		1	1		3.507	POINT(144.7430837712 -37.7576808226)	LINESTRING(144.7431042117 -37.7576781202,144.7430987640 -37.7576794403,144.7430931508 -37.7576807280,144.7430874502 -37.7576818239,144.7430817401 -37.7576825689,144.7430760985 -37.7576828035,144.7430706034 -37.7576823684,144.7430653328 -37.7576811042)
10518		1	1		7.351	POINT(144.7452211224 -37.7584052798)	LINESTRING(144.7452513557 -37.7584247303,144.7452394023 -37.7584196012,144.7452284807 -37.7584127033,144.7452189306 -37.7584043920,144.7452110920 -37.7583950226,144.7452053046 -37.7583849503,144.7452019084 -37.7583745305)
10522		1	1		4.291	POINT(144.7465811290 -37.7588680830)	LINESTRING(144.7466071708 -37.7588728111,144.7465913399 -37.7588717394,144.7465758802 -37.7588673444,144.7465608306 -37.7588620408)
10524		1	1		17.883	POINT(144.7451466163 -37.7582043686)	LINESTRING(144.7452382094 -37.7582392190,144.7451768483 -37.7582164774,144.7451163779 -37.7581921772,144.7450549647 -37.7581695334)
10525		1	1		17.328	POINT(144.7451216949 -37.7582302444)	LINESTRING(144.7451845255 -37.7582872997,144.7451749889 -37.7582638667,144.7451575108 -37.7582429022,144.7451340450 -37.7582244219,144.7451065455 -37.7582084411,144.7450769662 -37.7581949754,144.7450472609 -37.7581840402)
10528		1	1		12.335	POINT(144.7411514663 -37.7568474651)	LINESTRING(144.7412173556 -37.7568680472,144.7410872413 -37.7568266130)
10529		1	1		8.101	POINT(144.7410764585 -37.7569119664)	LINESTRING(144.7410918812 -37.7569475557,144.7410853609 -37.7569337809,144.7410804729 -37.7569187931,144.7410750321 -37.7569043100,144.7410668532 -37.7568920489,144.7410533051 -37.7568835438)
10530		1	1		12.796	POINT(144.7432796264 -37.7575732946)	LINESTRING(144.7433457523 -37.7575969257,144.7433015919 -37.7575810614,144.7432573521 -37.7575653360,144.7432129663 -37.7575498721)
10531		1	1		11.990	POINT(144.7432773610 -37.7576293406)	LINESTRING(144.7433375047 -37.7576112446,144.7433203854 -37.7576084013,144.7433032586 -37.7576111230,144.7432860772 -37.7576177834,144.7432687938 -37.7576267564,144.7432513612 -37.7576364158,144.7432337322 -37.7576451353,144.7432158594 -37.7576512887)
10536		1	1		27.488	POINT(144.6053479271 -37.6886522060)	LINESTRING(144.6053146614 -37.6887730017,144.6053811774 -37.6885312983)
10545		1	1		40.883	POINT(144.7483220174 -37.7592424593)	LINESTRING(144.7483526213 -37.7594091061,144.7483392311 -37.7594018883,144.7483275337 -37.7593936594,144.7483174462 -37.7593844979,144.7483088947 -37.7593744697,144.7483018054 -37.7593636409,144.7482961045 -37.7593520776,144.7482917180 -37.7593398459,144.7482885721 -37.7593270117,144.7482865930 -37.7593136412,144.7482857068 -37.7592998004,144.7482858397 -37.7592855553,144.7482869177 -37.7592709721,144.7482888671 -37.7592561168,144.7482916140 -37.7592410555,144.7482950845 -37.7592258541,144.7482992047 -37.7592105789,144.7483039009 -37.7591952957,144.7483090991 -37.7591800708,144.7483147256 -37.7591649701,144.7483207063 -37.7591500597,144.7483269676 -37.7591354057,144.7483334355 -37.7591210741,144.7483400361 -37.7591071310,144.7483466957 -37.7590936424,144.7483533404 -37.7590806745,144.7483598962 -37.7590682933)
10546		1	1		10.949	POINT(144.7483172275 -37.7590951604)	LINESTRING(144.7482581151 -37.7591130127,144.7482861886 -37.7591134720,144.7483091484 -37.7591074381,144.7483302676 -37.7590972744,144.7483477742 -37.7590839148,144.7483598962 -37.7590682933)
10547		1	1		68.379	POINT(144.7483336170 -37.7593505404)	LINESTRING(144.7484214647 -37.7596341263,144.7484134787 -37.7596157648,144.7484039311 -37.7595978395,144.7483933116 -37.7595802575,144.7483821101 -37.7595629259,144.7483699181 -37.7595457213,144.7483567831 -37.7595289373,144.7483433409 -37.7595122883,144.7483302272 -37.7594954888,144.7483173002 -37.7594787357,144.7483042694 -37.7594620176,144.7482917959 -37.7594450674,144.7482805409 -37.7594276181,144.7482706617 -37.7594099881,144.7482617013 -37.7593920268,144.7482539695 -37.7593737359,144.7482477760 -37.7593551171,144.7482472355 -37.7593527807,144.7482468938 -37.7593504168,144.7482467006 -37.7593480387,144.7482466057 -37.7593456596,144.7482466218 -37.7593432636,144.7482467682 -37.7593408687,144.7482470027 -37.7593384765,144.7482472830 -37.7593360883,144.7482476255 -37.7593336819,144.7482480418 -37.7593312823,144.7482484917 -37.7593288858,144.7482489351 -37.7593264888,144.7482493678 -37.7593241027,144.7482498104 -37.7593217176,144.7482502538 -37.7593193327,144.7482506890 -37.7593169468,144.7482512434 -37.7593137589,144.7482517816 -37.7593105690,144.7482523313 -37.7593073806,144.7482529201 -37.7593041966,144.7482535497 -37.7593010151,144.7482542069 -37.7592978369,144.7482548983 -37.7592946634,144.7482556304 -37.7592914957,144.7482564006 -37.7592883355,144.7482572070 -37.7592851808,144.7482580561 -37.7592820332,144.7482589546 -37.7592788944,144.7482598959 -37.7592757662,144.7482608798 -37.7592726458,144.7482619192 -37.7592695369,144.7482630273 -37.7592664434,144.7482644080 -37.7592628518,144.7482658662 -37.7592592790,144.7482673927 -37.7592557238,144.7482689786 -37.7592521853,144.7482706382 -37.7592486637,144.7482723690 -37.7592451633,144.7482741429 -37.7592416759,144.7482759320 -37.7592381935,144.7482777476 -37.7592347148,144.7482795968 -37.7592312470,144.7482814521 -37.7592277811,144.7482832861 -37.7592243083,144.7482850977 -37.7592208311,144.7482869004 -37.7592173509,144.7482886844 -37.7592138648,144.7482904399 -37.7592103698,144.7482947882 -37.7592014911,144.7482990593 -37.7591925889,144.7483032924 -37.7591836751,144.7483075270 -37.7591747619,144.7483117570 -37.7591658464,144.7483159666 -37.7591569248,144.7483201821 -37.7591480050,144.7483244295 -37.7591390947,144.7483286996 -37.7591301929,144.7483329842 -37.7591212955,144.7483373094 -37.7591124104,144.7483417013 -37.7591035460,144.7483461549 -37.7590947022,144.7483506605 -37.7590858748,144.7483552353 -37.7590770698,144.7483598962 -37.7590682933)
10548		1	1		43.746	POINT(144.7483790537 -37.7594987035)	LINESTRING(144.7485934244 -37.7595983118,144.7485574552 -37.7595816610,144.7485217470 -37.7595650423,144.7484860743 -37.7595483755,144.7484504246 -37.7595316775,144.7484147857 -37.7595149650,144.7483791451 -37.7594982548,144.7483434904 -37.7594815638,144.7483078095 -37.7594649088,144.7482720897 -37.7594483065,144.7482363189 -37.7594317738,144.7482004847 -37.7594153274,144.7481645746 -37.7593989841)
10549		1	1		27.789	POINT(144.7482871251 -37.7592978006)	LINESTRING(144.7483813081 -37.7592074654,144.7483761416 -37.7592179325,144.7483686060 -37.7592309411,144.7483606246 -37.7592444482,144.7483522123 -37.7592582619,144.7483433838 -37.7592721901,144.7483341540 -37.7592860408,144.7483245375 -37.7592996220,144.7483145491 -37.7593127417,144.7483042037 -37.7593252079,144.7482935160 -37.7593368285,144.7482825008 -37.7593474116,144.7482711729 -37.7593567651,144.7482595470 -37.7593646969,144.7482476379 -37.7593710152,144.7482354604 -37.7593755278,144.7482230293 -37.7593780428,144.7482103593 -37.7593783682,144.7481974653 -37.7593763118,144.7481843789 -37.7593716895)
10550		1	1		34.387	POINT(144.7482876994 -37.7595257827)	LINESTRING(144.7484214647 -37.7596341263,144.7484153095 -37.7596199312,144.7484078382 -37.7596062417,144.7483991356 -37.7595930403,144.7483892862 -37.7595803094,144.7483783747 -37.7595680316,144.7483664858 -37.7595561892,144.7483537039 -37.7595447647,144.7483401137 -37.7595337405,144.7483257999 -37.7595230991,144.7483108470 -37.7595128229,144.7482953398 -37.7595028944,144.7482793627 -37.7594932960,144.7482630004 -37.7594840102,144.7482463376 -37.7594750193,144.7482294588 -37.7594663060,144.7482124487 -37.7594578525,144.7481953918 -37.7594496414,144.7481783729 -37.7594416550,144.7481614764 -37.7594338759,144.7481447702 -37.7594262788)
10552		1	1		45.583	POINT(144.7484252478 -37.7593337044)	LINESTRING(144.7482019563 -37.7592298934,144.7482393639 -37.7592469704,144.7482767018 -37.7592641426,144.7483139642 -37.7592814177,144.7483511694 -37.7592987707,144.7483883358 -37.7593161766,144.7484254820 -37.7593336101,144.7484626262 -37.7593510464,144.7484997869 -37.7593684602,144.7485369824 -37.7593858265,144.7485742312 -37.7594031202,144.7486115518 -37.7594203163,144.7486489624 -37.7594373896)
10553		1	1		28.408	POINT(144.7485657873 -37.7593317700)	LINESTRING(144.7484809407 -37.7592265658,144.7484809945 -37.7592451503,144.7484844903 -37.7592634918,144.7484911145 -37.7592815037,144.7485005534 -37.7592990994,144.7485124932 -37.7593161924,144.7485266202 -37.7593326958,144.7485426208 -37.7593485232,144.7485601813 -37.7593635880,144.7485789879 -37.7593778035,144.7485987269 -37.7593910830,144.7486190847 -37.7594033400,144.7486397475 -37.7594144879,144.7486604017 -37.7594244400)
10554		1	1		28.950	POINT(144.7485406495 -37.7595286151)	LINESTRING(144.7484595965 -37.7596251082,144.7484566232 -37.7596138824,144.7484557326 -37.7596017970,144.7484567841 -37.7595890382,144.7484596372 -37.7595757922,144.7484641514 -37.7595622449,144.7484701859 -37.7595485826,144.7484776003 -37.7595349913,144.7484862541 -37.7595216573,144.7484960065 -37.7595087667,144.7485067171 -37.7594965055,144.7485182453 -37.7594850600,144.7485304505 -37.7594746162,144.7485431922 -37.7594653603,144.7485563297 -37.7594574784,144.7485697225 -37.7594511566,144.7485832301 -37.7594465812,144.7485967118 -37.7594439381,144.7486100272 -37.7594434136,144.7486230355 -37.7594451938,144.7486355964 -37.7594494648)
10555		1	1		57.024	POINT(144.7395579997 -37.7560465765)	LINESTRING(144.7397238449 -37.7558494730,144.7397220342 -37.7558671185,144.7397192305 -37.7558848414,144.7397154046 -37.7559031956,144.7397105861 -37.7559220633,144.7397048046 -37.7559413272,144.7396980897 -37.7559608697,144.7396904709 -37.7559805731,144.7396819779 -37.7560003201,144.7396726402 -37.7560199929,144.7396624874 -37.7560394741,144.7396515490 -37.7560586461,144.7396398547 -37.7560773914,144.7396274340 -37.7560955924,144.7396143166 -37.7561131316,144.7396005319 -37.7561298914,144.7395861096 -37.7561457543,144.7395710793 -37.7561606028,144.7395554705 -37.7561743192,144.7395393129 -37.7561867860,144.7395226359 -37.7561978858,144.7395054692 -37.7562075009,144.7394878423 -37.7562155138,144.7394697849 -37.7562218070,144.7394513265 -37.7562262628,144.7394324967 -37.7562287639,144.7394133251 -37.7562291925,144.7393938412 -37.7562274312,144.7393796760 -37.7562260658)
10557		1	1		47.138	POINT(144.7396200888 -37.7563222942)	LINESTRING(144.7398660322 -37.7564049706,144.7398249759 -37.7563900708,144.7397839972 -37.7563751436,144.7397429899 -37.7563602371,144.7397019247 -37.7563454197,144.7396607717 -37.7563307596,144.7396195016 -37.7563163252,144.7395780846 -37.7563021848,144.7395364913 -37.7562884067,144.7394946920 -37.7562750592,144.7394526571 -37.7562622107,144.7394103571 -37.7562499295,144.7393723165 -37.7562406843)
10558		1	1		53.117	POINT(144.7397741499 -37.7559713740)	LINESTRING(144.7394966299 -37.7558773470,144.7395427152 -37.7558934270,144.7395888546 -37.7559093245,144.7396350720 -37.7559250805,144.7396813514 -37.7559407241,144.7397276766 -37.7559562846,144.7397740317 -37.7559717911,144.7398204006 -37.7559872728,144.7398667672 -37.7560027590,144.7399131154 -37.7560182787,144.7399594293 -37.7560338612,144.7400056927 -37.7560495357,144.7400518896 -37.7560653314)
10559		1	1		19.703	POINT(144.7399848935 -37.7559964566)	LINESTRING(144.7399163212 -37.7559290714,144.7399231450 -37.7559495724,144.7399348802 -37.7559688791,144.7399507483 -37.7559868663,144.7399699705 -37.7560034086,144.7399917682 -37.7560183806,144.7400153629 -37.7560316571,144.7400399759 -37.7560431128,144.7400648286 -37.7560526223)
10560		1	1		62.018	POINT(144.7398551250 -37.7562325694)	LINESTRING(144.7396623219 -37.7564381622,144.7396664893 -37.7564110591,144.7396733292 -37.7563823413,144.7396826986 -37.7563524256,144.7396944542 -37.7563217287,144.7397084531 -37.7562906672,144.7397245520 -37.7562596580,144.7397426079 -37.7562291177,144.7397624777 -37.7561994631,144.7397840181 -37.7561711109,144.7398070861 -37.7561444779,144.7398315385 -37.7561199807,144.7398572323 -37.7560980361,144.7398840244 -37.7560790608,144.7399117715 -37.7560634716,144.7399403306 -37.7560516852,144.7399695585 -37.7560441183,144.7399993121 -37.7560411877,144.7400294484 -37.7560433100,144.7400598241 -37.7560509021)
10561		1	1		20.675	POINT(144.7395747398 -37.7556842533)	LINESTRING(144.7395113222 -37.7557528074,144.7395339894 -37.7557463608,144.7395539241 -37.7557355957,144.7395712077 -37.7557212589,144.7395859213 -37.7557040973,144.7395981462 -37.7556848575,144.7396079637 -37.7556642865,144.7396154551 -37.7556431309,144.7396207015 -37.7556221377,144.7396237951 -37.7556019535)
10562		1	1		92.504	POINT(144.7396232183 -37.7560187285)	LINESTRING(144.7396028241 -37.7564342603,144.7396118297 -37.7563305873,144.7396175324 -37.7562267541,144.7396210255 -37.7561228136,144.7396234025 -37.7560188187,144.7396257568 -37.7559148222,144.7396291817 -37.7558108768,144.7396347707 -37.7557070354,144.7396436172 -37.7556033508)
10563		1	1		88.137	POINT(144.7397564854 -37.7559884584)	LINESTRING(144.7399001887 -37.7563481139,144.7398773057 -37.7563374617,144.7398570236 -37.7563235677,144.7398396408 -37.7563075192,144.7398173148 -37.7562777989,144.7398006840 -37.7562454498,144.7397865402 -37.7562123385,144.7397197907 -37.7560459397,144.7396659064 -37.7558766319,144.7396341957 -37.7557045609,144.7396342796 -37.7556708220,144.7396387287 -37.7556370723,144.7396436172 -37.7556033508)
10564		1	1		98.162	POINT(144.7396210075 -37.7563104080)	LINESTRING(144.7394628478 -37.7559171494,144.7395366553 -37.7559511820,144.7395980904 -37.7559961394,144.7396481842 -37.7560505232,144.7396879679 -37.7561128351,144.7397184728 -37.7561815766,144.7397407301 -37.7562552493,144.7397557710 -37.7563323550,144.7397646267 -37.7564113952,144.7397683284 -37.7564908717,144.7397679073 -37.7565692859,144.7397643948 -37.7566451396,144.7397588219 -37.7567169345)
10565		1	1		95.731	POINT(144.7397612772 -37.7562830369)	LINESTRING(144.7397833589 -37.7558532162,144.7397742615 -37.7559605319,144.7397679589 -37.7560679779,144.7397635650 -37.7561755136,144.7397601938 -37.7562830981,144.7397569594 -37.7563906906,144.7397529757 -37.7564982502,144.7397473566 -37.7566057363,144.7397392162 -37.7567131080)
10566		1	1		13.628	POINT(144.7397970474 -37.7566655966)	LINESTRING(144.7398497145 -37.7566270887,144.7398380416 -37.7566300924,144.7398267722 -37.7566343642,144.7398160085 -37.7566397721,144.7398058527 -37.7566461842,144.7397964068 -37.7566534683,144.7397877730 -37.7566614924,144.7397800535 -37.7566701246,144.7397733504 -37.7566792327,144.7397677659 -37.7566886847,144.7397634021 -37.7566983486,144.7397603611 -37.7567080923,144.7397587451 -37.7567177839)
10567		1	1		17.773	POINT(144.7472010540 -37.7592221030)	LINESTRING(144.7472867138 -37.7591819738,144.7472630832 -37.7591820596,144.7472400058 -37.7591867658,144.7472177809 -37.7591953367,144.7471967075 -37.7592070167,144.7471770848 -37.7592210500,144.7471592119 -37.7592366810,144.7471433878 -37.7592531539,144.7471299117 -37.7592697131)
10568		1	1		33.670	POINT(144.7472498028 -37.7589595493)	LINESTRING(144.7472106797 -37.7588234285,144.7472217466 -37.7588294139,144.7472320953 -37.7588365384,144.7472413364 -37.7588445338,144.7472495001 -37.7588533309,144.7472566166 -37.7588628605,144.7472627161 -37.7588730534,144.7472678288 -37.7588838402,144.7472719848 -37.7588951519,144.7472752144 -37.7589069190,144.7472775477 -37.7589190726,144.7472790150 -37.7589315432,144.7472796464 -37.7589442617,144.7472794722 -37.7589571588,144.7472785226 -37.7589701653,144.7472768276 -37.7589832120,144.7472744176 -37.7589962297,144.7472713228 -37.7590091490,144.7472675732 -37.7590219009,144.7472631992 -37.7590344160,144.7472582309 -37.7590466252,144.7472526985 -37.7590584591,144.7472466322 -37.7590698486,144.7472400622 -37.7590807245,144.7472330186 -37.7590910175,144.7472255318 -37.7591006584)
10569		1	1		20.301	POINT(144.7469765001 -37.7589506691)	LINESTRING(144.7470063874 -37.7590381255,144.7470099797 -37.7590125412,144.7470088551 -37.7589853918,144.7470029432 -37.7589580873,144.7469921736 -37.7589320381,144.7469764758 -37.7589086542,144.7469557793 -37.7588893458,144.7469340661 -37.7588744554)
10570		1	1		26.925	POINT(144.7472653512 -37.7589847605)	LINESTRING(144.7473958195 -37.7590479069,144.7471339374 -37.7589224782)
10628		1	1		38.138	POINT(144.7394299184 -37.7591470447)	LINESTRING(144.7394346940 -37.7593181722,144.7394221731 -37.7591551870,144.7394377205 -37.7589760115)
10630		1	1		51.173	POINT(144.7397258762 -37.7592620460)	LINESTRING(144.7394747218 -37.7593151868,144.7394769146 -37.7593013665,144.7394816378 -37.7592888059,144.7394887370 -37.7592774692,144.7394980576 -37.7592673205,144.7395094450 -37.7592583239,144.7395227445 -37.7592504437,144.7395378017 -37.7592436438,144.7395544620 -37.7592378886,144.7395725707 -37.7592331420,144.7395919733 -37.7592293682,144.7396125153 -37.7592265314,144.7396340419 -37.7592245957,144.7396563988 -37.7592235253,144.7396794313 -37.7592232842,144.7397029847 -37.7592238366,144.7397269046 -37.7592251467,144.7397510364 -37.7592271786,144.7397752254 -37.7592298964,144.7397993172 -37.7592332643,144.7398231570 -37.7592372463,144.7398465905 -37.7592418067,144.7398694629 -37.7592469096,144.7398916197 -37.7592525190,144.7399129063 -37.7592585992,144.7399331682 -37.7592651143,144.7399522507 -37.7592720284,144.7399699993 -37.7592793056,144.7399862594 -37.7592869101)
10631		1	1		10.730	POINT(144.7395275415 -37.7592637165)	LINESTRING(144.7395335391 -37.7592157224,144.7395215459 -37.7593117248)
